observation_key,provider_key,product_code,week_ending,trx_count,nrx_count,sales_units,version_no
OBS-83-3-4,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-08-02,7,2,14,1
OBS-83-3-5,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-08-09,3,1,6,1
OBS-83-3-6,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-08-16,39,13,78,1
OBS-83-3-7,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-08-23,2,0,4,1
OBS-83-3-8,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-08-30,15,5,30,1
OBS-83-3-9,IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-09-06,13,4,26,1
OBS-83-4-0,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-07-05,29,9,58,1
OBS-83-4-1,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-07-12,33,11,66,1
OBS-83-4-2,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-07-19,27,9,54,1
OBS-83-4-3,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-07-26,34,11,68,1
OBS-83-4-4,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-08-02,30,10,60,1
OBS-83-4-5,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-08-09,29,9,58,1
OBS-83-4-6,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-08-16,31,10,62,1
OBS-83-4-7,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-08-23,28,9,56,1
OBS-83-4-8,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-08-30,9,3,18,1
OBS-83-4-9,IQ_87b762d0f01c95,IQ_3724bf97128d1c,2026-09-06,26,8,52,1
OBS-84-1-0,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-07-05,31,10,62,1
OBS-84-1-1,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-07-12,28,9,56,1
OBS-84-1-2,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-07-19,25,8,50,1
OBS-84-1-3,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-07-26,31,10,62,1
OBS-84-1-4,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-08-02,12,4,24,1
OBS-84-1-5,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-08-09,12,4,24,1
OBS-84-1-6,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-08-16,2,0,4,1
OBS-84-1-7,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-08-23,8,2,16,1
OBS-84-1-8,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-08-30,1,0,2,1
OBS-84-1-9,IQ_db5e4b31c72a78,IQ_cba8d4f6c70cb8,2026-09-06,4,1,8,1
OBS-84-2-0,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-07-05,30,10,60,1
OBS-84-2-1,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-07-12,1,0,2,1
OBS-84-2-2,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-07-19,26,8,52,1
OBS-84-2-3,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-07-26,2,0,4,1
OBS-84-2-4,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-08-02,24,8,48,1
OBS-84-2-5,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-08-09,15,5,30,1
OBS-84-2-6,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-08-16,32,10,64,1
OBS-84-2-7,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-08-23,11,3,22,1
OBS-84-2-8,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-08-30,35,11,70,1
OBS-84-2-9,IQ_db5e4b31c72a78,IQ_d19e228b25b7ab,2026-09-06,34,11,68,1
OBS-84-3-0,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-07-05,4,1,8,1
OBS-84-3-1,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-07-12,21,7,42,1
OBS-84-3-2,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-07-19,7,2,14,1
OBS-84-3-3,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-07-26,39,13,78,1
OBS-84-3-4,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-08-02,7,2,14,1
OBS-84-3-5,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-08-09,5,1,10,1
OBS-84-3-6,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-08-16,33,11,66,1
OBS-84-3-7,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-08-23,39,13,78,1
OBS-84-3-8,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-08-30,4,1,8,1
OBS-84-3-9,IQ_db5e4b31c72a78,IQ_48c377d7d5a68d,2026-09-06,23,7,46,1
OBS-84-4-0,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-07-05,26,8,52,1
OBS-84-4-1,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-07-12,35,11,70,1
OBS-84-4-2,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-07-19,35,11,70,1
OBS-84-4-3,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-07-26,8,2,16,1
OBS-84-4-4,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-02,39,13,78,1
OBS-84-4-5,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-09,21,7,42,1
OBS-84-4-6,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-16,35,11,70,1
OBS-84-4-7,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-23,19,6,38,1
OBS-84-4-8,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-30,2,0,4,1
OBS-84-4-9,IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-09-06,2,0,4,1
OBS-85-1-0,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-07-05,27,9,54,1
OBS-85-1-1,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-07-12,32,10,64,1
OBS-85-1-2,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-07-19,37,12,74,1
OBS-85-1-3,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-07-26,24,8,48,1
OBS-85-1-4,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-02,24,8,48,1
OBS-85-1-5,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-09,18,6,36,1
OBS-85-1-6,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-16,37,12,74,1
OBS-85-1-7,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-23,14,4,28,1
OBS-85-1-8,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-30,7,2,14,1
OBS-85-1-9,IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-09-06,31,10,62,1
OBS-85-2-0,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-07-05,27,9,54,1
OBS-85-2-1,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-07-12,9,3,18,1
OBS-85-2-2,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-07-19,8,2,16,1
OBS-85-2-3,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-07-26,33,11,66,1
OBS-85-2-4,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-08-02,12,4,24,1
OBS-85-2-5,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-08-09,10,3,20,1
OBS-85-2-6,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-08-16,28,9,56,1
OBS-85-2-7,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-08-23,24,8,48,1
OBS-85-2-8,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-08-30,28,9,56,1
OBS-85-2-9,IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-09-06,3,1,6,1
OBS-85-3-0,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-07-05,20,6,40,1
OBS-85-3-1,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-07-12,35,11,70,1
OBS-85-3-2,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-07-19,12,4,24,1
OBS-85-3-3,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-07-26,19,6,38,1
OBS-85-3-4,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-08-02,19,6,38,1
OBS-85-3-5,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-08-09,22,7,44,1
OBS-85-3-6,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-08-16,3,1,6,1
OBS-85-3-7,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-08-23,16,5,32,1
OBS-85-3-8,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-08-30,39,13,78,1
OBS-85-3-9,IQ_2ed3fcb44618c9,IQ_48c377d7d5a68d,2026-09-06,24,8,48,1
OBS-85-4-0,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-07-05,9,3,18,1
OBS-85-4-1,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-07-12,34,11,68,1
OBS-85-4-2,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-07-19,34,11,68,1
OBS-85-4-3,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-07-26,25,8,50,1
OBS-85-4-4,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-08-02,9,3,18,1
OBS-85-4-5,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-08-09,1,0,2,1
OBS-85-4-6,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-08-16,32,10,64,1
OBS-85-4-7,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-08-23,5,1,10,1
OBS-85-4-8,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-08-30,11,3,22,1
OBS-85-4-9,IQ_2ed3fcb44618c9,IQ_3724bf97128d1c,2026-09-06,38,12,76,1
OBS-86-1-0,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-07-05,38,12,76,1
OBS-86-1-1,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-07-12,10,3,20,1
OBS-86-1-2,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-07-19,5,1,10,1
OBS-86-1-3,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-07-26,13,4,26,1
OBS-86-1-4,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-08-02,13,4,26,1
OBS-86-1-5,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-08-09,21,7,42,1
OBS-86-1-6,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-08-16,16,5,32,1
OBS-86-1-7,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-08-23,9,3,18,1
OBS-86-1-8,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-08-30,9,3,18,1
OBS-86-1-9,IQ_73f40fd1707597,IQ_cba8d4f6c70cb8,2026-09-06,7,2,14,1
OBS-86-2-0,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-07-05,39,13,78,1
OBS-86-2-1,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-07-12,11,3,22,1
OBS-86-2-2,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-07-19,2,0,4,1
OBS-86-2-3,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-07-26,38,12,76,1
OBS-86-2-4,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-02,3,1,6,1
OBS-86-2-5,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-09,33,11,66,1
OBS-86-2-6,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-16,19,6,38,1
OBS-86-2-7,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-23,4,1,8,1
OBS-86-2-8,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-30,24,8,48,1
OBS-86-2-9,IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-09-06,13,4,26,1
OBS-86-3-0,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-07-05,22,7,44,1
OBS-86-3-1,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-07-12,3,1,6,1
OBS-86-3-2,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-07-19,24,8,48,1
OBS-86-3-3,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-07-26,11,3,22,1
OBS-86-3-4,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-08-02,37,12,74,1
OBS-86-3-5,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-08-09,10,3,20,1
OBS-86-3-6,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-08-16,39,13,78,1
OBS-86-3-7,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-08-23,19,6,38,1
OBS-86-3-8,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-08-30,18,6,36,1
OBS-86-3-9,IQ_73f40fd1707597,IQ_48c377d7d5a68d,2026-09-06,7,2,14,1
OBS-86-4-0,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-07-05,32,10,64,1
OBS-86-4-1,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-07-12,38,12,76,1
OBS-86-4-2,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-07-19,6,2,12,1
OBS-86-4-3,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-07-26,34,11,68,1
OBS-86-4-4,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-08-02,28,9,56,1
OBS-86-4-5,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-08-09,6,2,12,1
OBS-86-4-6,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-08-16,38,12,76,1
OBS-86-4-7,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-08-23,13,4,26,1
OBS-86-4-8,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-08-30,38,12,76,1
OBS-86-4-9,IQ_73f40fd1707597,IQ_3724bf97128d1c,2026-09-06,3,1,6,1
OBS-87-1-0,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-07-05,2,0,4,1
OBS-87-1-1,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-07-12,16,5,32,1
OBS-87-1-2,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-07-19,18,6,36,1
OBS-87-1-3,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-07-26,17,5,34,1
OBS-87-1-4,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-08-02,3,1,6,1
OBS-87-1-5,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-08-09,34,11,68,1
OBS-87-1-6,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-08-16,12,4,24,1
OBS-87-1-7,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-08-23,18,6,36,1
OBS-87-1-8,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-08-30,22,7,44,1
OBS-87-1-9,IQ_92918c3b2f4fdb,IQ_cba8d4f6c70cb8,2026-09-06,35,11,70,1
OBS-87-2-0,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-07-05,37,12,74,1
OBS-87-2-1,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-07-12,5,1,10,1
OBS-87-2-2,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-07-19,36,12,72,1
OBS-87-2-3,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-07-26,8,2,16,1
OBS-87-2-4,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-08-02,17,5,34,1
OBS-87-2-5,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-08-09,26,8,52,1
OBS-87-2-6,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-08-16,18,6,36,1
OBS-87-2-7,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-08-23,20,6,40,1
OBS-87-2-8,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-08-30,18,6,36,1
OBS-87-2-9,IQ_92918c3b2f4fdb,IQ_d19e228b25b7ab,2026-09-06,27,9,54,1
OBS-87-3-0,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-07-05,7,2,14,1
OBS-87-3-1,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-07-12,25,8,50,1
OBS-87-3-2,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-07-19,37,12,74,1
OBS-87-3-3,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-07-26,30,10,60,1
OBS-87-3-4,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-08-02,36,12,72,1
OBS-87-3-5,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-08-09,15,5,30,1
OBS-87-3-6,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-08-16,11,3,22,1
OBS-87-3-7,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-08-23,25,8,50,1
OBS-87-3-8,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-08-30,17,5,34,1
OBS-87-3-9,IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-09-06,10,3,20,1
OBS-87-4-0,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-07-05,37,12,74,1
OBS-87-4-1,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-07-12,13,4,26,1
OBS-87-4-2,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-07-19,14,4,28,1
OBS-87-4-3,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-07-26,22,7,44,1
OBS-87-4-4,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-08-02,18,6,36,1
OBS-87-4-5,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-08-09,30,10,60,1
OBS-87-4-6,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-08-16,6,2,12,1
OBS-87-4-7,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-08-23,39,13,78,1
OBS-87-4-8,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-08-30,1,0,2,1
OBS-87-4-9,IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-09-06,37,12,74,1
OBS-88-1-0,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-07-05,34,11,68,1
OBS-88-1-1,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-07-12,36,12,72,1
OBS-88-1-2,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-07-19,24,8,48,1
OBS-88-1-3,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-07-26,16,5,32,1
OBS-88-1-4,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-08-02,12,4,24,1
OBS-88-1-5,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-08-09,6,2,12,1
OBS-88-1-6,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-08-16,2,0,4,1
OBS-88-1-7,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-08-23,14,4,28,1
OBS-88-1-8,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-08-30,26,8,52,1
OBS-88-1-9,IQ_2472ae6f311b48,IQ_cba8d4f6c70cb8,2026-09-06,4,1,8,1
OBS-88-2-0,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-07-05,24,8,48,1
OBS-88-2-1,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-07-12,8,2,16,1
OBS-88-2-2,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-07-19,37,12,74,1
OBS-88-2-3,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-07-26,11,3,22,1
OBS-88-2-4,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-08-02,31,10,62,1
OBS-88-2-5,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-08-09,27,9,54,1
OBS-88-2-6,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-08-16,3,1,6,1
OBS-88-2-7,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-08-23,1,0,2,1
OBS-88-2-8,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-08-30,12,4,24,1
OBS-88-2-9,IQ_2472ae6f311b48,IQ_d19e228b25b7ab,2026-09-06,29,9,58,1
OBS-88-3-0,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-07-05,30,10,60,1
OBS-88-3-1,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-07-12,37,12,74,1
OBS-88-3-2,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-07-19,20,6,40,1
OBS-88-3-3,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-07-26,16,5,32,1
OBS-88-3-4,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-08-02,33,11,66,1
OBS-88-3-5,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-08-09,4,1,8,1
OBS-88-3-6,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-08-16,28,9,56,1
OBS-88-3-7,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-08-23,16,5,32,1
OBS-88-3-8,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-08-30,13,4,26,1
OBS-88-3-9,IQ_2472ae6f311b48,IQ_48c377d7d5a68d,2026-09-06,21,7,42,1
OBS-88-4-0,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-07-05,13,4,26,1
OBS-88-4-1,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-07-12,36,12,72,1
OBS-88-4-2,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-07-19,14,4,28,1
OBS-88-4-3,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-07-26,28,9,56,1
OBS-88-4-4,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-02,27,9,54,1
OBS-88-4-5,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-09,34,11,68,1
OBS-88-4-6,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-16,34,11,68,1
OBS-88-4-7,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-23,12,4,24,1
OBS-88-4-8,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-30,11,3,22,1
OBS-88-4-9,IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-09-06,1,0,2,1
OBS-89-1-0,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-05,35,11,70,1
OBS-89-1-1,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-12,27,9,54,1
OBS-89-1-2,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-19,6,2,12,1
OBS-89-1-3,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-26,19,6,38,1
OBS-89-1-4,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-02,19,6,38,1
OBS-89-1-5,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-09,27,9,54,1
OBS-89-1-6,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-16,10,3,20,1
OBS-89-1-7,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-23,39,13,78,1
OBS-89-1-8,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-30,28,9,56,1
OBS-89-1-9,IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-09-06,34,11,68,1
OBS-89-2-0,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-07-05,3,1,6,1
OBS-89-2-1,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-07-12,21,7,42,1
OBS-89-2-2,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-07-19,6,2,12,1
OBS-89-2-3,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-07-26,8,2,16,1
OBS-89-2-4,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-02,1,0,2,1
OBS-89-2-5,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-09,20,6,40,1
OBS-89-2-6,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-16,34,11,68,1
OBS-89-2-7,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-23,23,7,46,1
OBS-89-2-8,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-30,32,10,64,1
OBS-89-2-9,IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-09-06,28,9,56,1
OBS-89-3-0,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-07-05,22,7,44,1
OBS-89-3-1,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-07-12,6,2,12,1
OBS-89-3-2,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-07-19,13,4,26,1
OBS-89-3-3,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-07-26,5,1,10,1
OBS-89-3-4,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-08-02,25,8,50,1
OBS-89-3-5,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-08-09,24,8,48,1
OBS-89-3-6,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-08-16,38,12,76,1
OBS-89-3-7,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-08-23,7,2,14,1
OBS-89-3-8,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-08-30,24,8,48,1
OBS-89-3-9,IQ_fa30d3fbfe0eaa,IQ_48c377d7d5a68d,2026-09-06,15,5,30,1
OBS-89-4-0,IQ_fa30d3fbfe0eaa,IQ_3724bf97128d1c,2026-07-05,29,9,58,1
OBS-89-4-1,IQ_fa30d3fbfe0eaa,IQ_3724bf97128d1c,2026-07-12,20,6,40,1
OBS-89-4-2,IQ_fa30d3fbfe0eaa,IQ_3724bf97128d1c,2026-07-19,24,8,48,1
OBS-89-4-3,IQ_fa30d3fbfe0eaa,IQ_3724bf97128d1c,2026-07-26,21,7,42,1
OBS-89-4-4,IQ_fa30d3fbfe0eaa,IQ_3724bf97128d1c,2026-08-02,26,8,52,1
